,timestamp,message
67,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #3  (replicationtask_util.c:521)
68,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #4  (replicationtask_util.c:521)
69,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #5  (replicationtask_util.c:521)
70,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #6  (replicationtask_util.c:521)
71,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #7  (replicationtask_util.c:521)
72,1710090000000.0,2024-03-10T16:35:20 [TASK_MANAGER    ]I:  Starting subtask #8  (replicationtask_util.c:521)
73,1710090000000.0,2024-03-10T16:35:22 [SOURCE_UNLOAD   ]I:  NLS configuration sampled: Associated code page=1252  (sqlserver_endpoint_imp.c:2420)
74,1710090000000.0,2024-03-10T16:35:23 [PERFORMANCE     ]I:  End load handler time for dbo.AddressTypes = 9886 microseconds  (endpointshell.c:3022)
75,1710090000000.0,2024-03-10T16:35:23 [PERFORMANCE     ]I:  Total load time for dbo.AddressTypes = 11469 microseconds  (endpointshell.c:3024)
76,1710090000000.0,"2024-03-10T16:35:23 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: DRIVER={ODBC Driver 17 for SQL Server};SERVER=SJDTOOLS.rfisecurity.com,55409;DATABASE=SystemIntegrator;Trusted_Connection=no;;  (sqlserver_endpoint_util.c:242)"
77,1710090000000.0,2024-03-10T16:35:23 [SOURCE_CAPTURE  ]I:  Source endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:894)
78,1710090000000.0,"2024-03-10T16:35:23 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  {operation:LOAD_START_OF_TABLE (31), tableName:AddressTypes, schemaName:dbo, connectionId:56}  (sqlserver_endpoint_unload.c:222)"
79,1710090000000.0,"2024-03-10T16:35:23 [SOURCE_UNLOAD   ]I:  Sent unloaded record 1 to internal queue  {operation:LOAD_START_OF_TABLE (31), tableName:AddressTypes, schemaName:dbo, connectionId:56, statement:  select cast(sysPart.partition_number as varchar(10)) as partition_number  FROM sysobjects sysOb, sys.partitions sysPart  where sysOb.id=sysPart.object_id   and index_id in (0,1)      -- 0 = heap , 1 = clustered index ,  2 or greater = nonclustered index  and schema_name(sysOb.uid) = 'dbo'  and  sysOb.name= 'AddressTypes'  order by sysPart.partition_number }  (streamcomponent.c:2933)"
80,1710090000000.0,2024-03-10T16:35:23 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'AddressTypes' (Id = 1). 3 rows sent.  (streamcomponent.c:3793)
81,1710090000000.0,"2024-03-10T16:35:23 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'AddressTypes_tracking' ID = 2, order = 0  (tasktablesmanager.c:1900)"
82,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Bulk is set to ignore max row size warnings  (sqlserver_endpoint_imp.c:1656)
83,1710090000000.0,"2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
84,1710090000000.0,"2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
85,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'AddressTypes' (Id = 1). 3 rows received. 0 rows skipped. Volume transferred 1456.  {connectionId:232}  (streamcomponent.c:4086)
86,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Loaded SQLServer Driver: 'ODBC Driver 17 for SQL Server'  (sqlserver_endpoint_imp.c:472)
87,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
88,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
89,1710090000000.0,"2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Target starts loading table 'dbo'.'AddressTypes'.  {operation:LOAD_START_OF_TABLE (31), connectionId:232, statement:SELECT  CAST (value as VARCHAR(8000)) as TABDESC FROM fn_listextendedproperty(NULL, 'schema', N'dbo', 'table', N'AddressTypes', NULL, NULL) where name = 'MS_Description';}  (sqlserver_endpoint_imp.c:4223)"
90,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Working with BCPKeepNull set to TRUE  (sqlserver_endpoint_imp.c:1717)
91,1710090000000.0,2024-03-10T16:35:23 [TARGET_LOAD     ]I:  Working with collated columns  (sqlserver_endpoint_imp.c:1713)
92,1710090000000.0,2024-03-10T16:35:23 [TASK_MANAGER    ]I:  Loading finished for table 'dbo'.'AddressTypes' (Id = 1) by subtask 1. 3 records transferred. Time taken: 656714 micro seconds  (replicationtask.c:2916)
93,1710090000000.0,2024-03-10T16:35:23 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'AddressTypes_tracking' (Id = 2) by subtask 1. Start load timestamp 0006135102FE69A6  (replicationtask_util.c:755)
94,1710090000000.0,2024-03-10T16:35:25 [SOURCE_CAPTURE  ]I:  NLS configuration sampled: Associated code page=1252  (sqlserver_endpoint_imp.c:2420)
95,1710090000000.0,"2024-03-10T16:35:25 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: DRIVER={ODBC Driver 17 for SQL Server};SERVER=SJDTOOLS.rfisecurity.com,55409;DATABASE=SystemIntegrator;Trusted_Connection=no;;  (sqlserver_endpoint_util.c:242)"
96,1710090000000.0,2024-03-10T16:35:25 [TASK_MANAGER    ]I:  Starting component st_2_NBN5JTL6FRMN7FRXABIDZSZGKIT464EELMA2CNY  (subtask.c:1426)
97,1710090000000.0,2024-03-10T16:35:26 [SOURCE_UNLOAD   ]I:  Source endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:894)
98,1710090000000.0,"2024-03-10T16:35:26 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'Alternates' ID = 3, order = 0  (tasktablesmanager.c:1900)"
99,1710090000000.0,"2024-03-10T16:35:26 [TARGET_LOAD     ]I:  No records received to load or apply on target , waiting for data from upstream. The last context is  {connectionId:236, statement:SELECT HAS_PERMS_BY_NAME('[' + db_name() + ']', 'DATABASE', 'CREATE TABLE');}  (streamcomponent.c:1987)"
100,1710090000000.0,2024-03-10T16:35:26 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'Alternates' (Id = 3) by subtask 2. Start load timestamp 0006135103208C03  (replicationtask_util.c:755)
101,1710090000000.0,2024-03-10T16:35:26 [TASK_MANAGER    ]I:  Starting component st_2_PLOUOFWRJ4MNXCDHNXA6DZLZ4VIRPDCCOV5NGWI  (subtask.c:1426)
102,1710090000000.0,2024-03-10T16:35:28 [SOURCE_UNLOAD   ]I:  NLS configuration sampled: Associated code page=1252  (sqlserver_endpoint_imp.c:2420)
103,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Bulk is set to ignore max row size warnings  (sqlserver_endpoint_imp.c:1656)
104,1710090000000.0,"2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
105,1710090000000.0,"2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
106,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Loaded SQLServer Driver: 'ODBC Driver 17 for SQL Server'  (sqlserver_endpoint_imp.c:472)
107,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
108,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
109,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Working with BCPKeepNull set to TRUE  (sqlserver_endpoint_imp.c:1717)
110,1710090000000.0,2024-03-10T16:35:28 [TARGET_LOAD     ]I:  Working with collated columns  (sqlserver_endpoint_imp.c:1713)
111,1710090000000.0,"2024-03-10T16:35:32 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  {operation:LOAD_START_OF_TABLE (31), tableName:AddressTypes_tracking, schemaName:dbo, connectionId:56}  (sqlserver_endpoint_unload.c:222)"
112,1710090000000.0,2024-03-10T16:35:33 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'AddressTypes_tracking' (Id = 2). 3 rows sent.  (streamcomponent.c:3793)
113,1710090000000.0,"2024-03-10T16:35:35 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: DRIVER={ODBC Driver 17 for SQL Server};SERVER=SJDTOOLS.rfisecurity.com,55409;DATABASE=SystemIntegrator;Trusted_Connection=no;;  (sqlserver_endpoint_util.c:242)"
114,1710090000000.0,2024-03-10T16:35:35 [SOURCE_CAPTURE  ]I:  Source endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:894)
115,1710090000000.0,"2024-03-10T16:35:35 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  {operation:LOAD_START_OF_TABLE (31), tableName:Alternates, schemaName:dbo, connectionId:60}  (sqlserver_endpoint_unload.c:222)"
116,1710090000000.0,"2024-03-10T16:35:35 [SOURCE_UNLOAD   ]I:  Sent unloaded record 1 to internal queue  {operation:LOAD_START_OF_TABLE (31), tableName:Alternates, schemaName:dbo, connectionId:60, statement:  select cast(sysPart.partition_number as varchar(10)) as partition_number  FROM sysobjects sysOb, sys.partitions sysPart  where sysOb.id=sysPart.object_id   and index_id in (0,1)      -- 0 = heap , 1 = clustered index ,  2 or greater = nonclustered index  and schema_name(sysOb.uid) = 'dbo'  and  sysOb.name= 'Alternates'  order by sysPart.partition_number }  (streamcomponent.c:2933)"
117,1710090000000.0,2024-03-10T16:35:36 [PERFORMANCE     ]I:  End load handler time for dbo.AddressTypes_tracking = 3232 microseconds  (endpointshell.c:3022)
118,1710090000000.0,2024-03-10T16:35:36 [PERFORMANCE     ]I:  End load handler time for dbo.Alternates = 324 microseconds  (endpointshell.c:3022)
119,1710090000000.0,2024-03-10T16:35:36 [PERFORMANCE     ]I:  Total load time for dbo.AddressTypes_tracking = 5018 microseconds  (endpointshell.c:3024)
120,1710090000000.0,2024-03-10T16:35:36 [PERFORMANCE     ]I:  Total load time for dbo.Alternates = 324 microseconds  (endpointshell.c:3024)
121,1710090000000.0,2024-03-10T16:35:36 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'Alternates' (Id = 3). 0 rows sent.  (streamcomponent.c:3793)
122,1710090000000.0,"2024-03-10T16:35:36 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'Alternates_tracking' ID = 4, order = 0  (tasktablesmanager.c:1900)"
123,1710090000000.0,"2024-03-10T16:35:36 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'AvalaraConnectionSettings' ID = 5, order = 0  (tasktablesmanager.c:1900)"
124,1710090000000.0,2024-03-10T16:35:36 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'AddressTypes_tracking' (Id = 2). 3 rows received. 0 rows skipped. Volume transferred 2280.    (streamcomponent.c:4086)
125,1710090000000.0,2024-03-10T16:35:36 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'Alternates' (Id = 3). 0 rows received. 0 rows skipped. Volume transferred 0.  {connectionId:236}  (streamcomponent.c:4086)
126,1710090000000.0,"2024-03-10T16:35:36 [TARGET_LOAD     ]I:  Target starts loading table 'dbo'.'AddressTypes_tracking'.  {operation:LOAD_START_OF_TABLE (31), statement:SELECT  CAST (value as VARCHAR(8000)) as TABDESC FROM fn_listextendedproperty(NULL, 'schema', N'dbo', 'table', N'AddressTypes_tracking', NULL, NULL) where name = 'MS_Description';}  (sqlserver_endpoint_imp.c:4223)"
127,1710090000000.0,"2024-03-10T16:35:36 [TARGET_LOAD     ]I:  Target starts loading table 'dbo'.'Alternates'.  {operation:LOAD_START_OF_TABLE (31), connectionId:236, statement:SELECT  CAST (value as VARCHAR(8000)) as TABDESC FROM fn_listextendedproperty(NULL, 'schema', N'dbo', 'table', N'Alternates', NULL, NULL) where name = 'MS_Description';}  (sqlserver_endpoint_imp.c:4223)"
128,1710090000000.0,2024-03-10T16:35:36 [TASK_MANAGER    ]I:  Loading finished for table 'dbo'.'AddressTypes_tracking' (Id = 2) by subtask 1. 3 records transferred. Time taken: 672762 micro seconds  (replicationtask.c:2916)
129,1710090000000.0,2024-03-10T16:35:36 [TASK_MANAGER    ]I:  Loading finished for table 'dbo'.'Alternates' (Id = 3) by subtask 2. 0 records transferred. Time taken: 647623 micro seconds  (replicationtask.c:2916)
130,1710090000000.0,2024-03-10T16:35:36 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'Alternates_tracking' (Id = 4) by subtask 1. Start load timestamp 0006135103B9A8A9  (replicationtask_util.c:755)
131,1710090000000.0,2024-03-10T16:35:36 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'AvalaraConnectionSettings' (Id = 5) by subtask 2. Start load timestamp 0006135103BFE751  (replicationtask_util.c:755)
132,1710090000000.0,2024-03-10T16:35:38 [SOURCE_CAPTURE  ]I:  NLS configuration sampled: Associated code page=1252  (sqlserver_endpoint_imp.c:2420)
133,1710090000000.0,"2024-03-10T16:35:38 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: DRIVER={ODBC Driver 17 for SQL Server};SERVER=SJDTOOLS.rfisecurity.com,55409;DATABASE=SystemIntegrator;Trusted_Connection=no;;  (sqlserver_endpoint_util.c:242)"
134,1710090000000.0,2024-03-10T16:35:38 [SOURCE_UNLOAD   ]I:  Source endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:894)
135,1710090000000.0,"2024-03-10T16:35:38 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'Categories' ID = 6, order = 0  (tasktablesmanager.c:1900)"
